id,text_sim_score_malicious,text_sim_score_unmatch,image_text_sim_score_malicious_nature,image_text_sim_score_unmatch_nature,image_text_sim_score_malicious_bio,image_text_sim_score_unmatch_nature_bio
1,0.44465118646621704,0.41331207752227783,31.755050659179688,31.964574813842773,34.688629150390625,34.88508224487305
2,0.4907754063606262,0.27541041374206543,31.904373168945312,20.393821716308594,37.531761169433594,14.73726749420166
3,0.4890347719192505,0.5417312383651733,29.638492584228516,27.520692825317383,32.179927825927734,18.656383514404297
4,0.46813613176345825,0.3850047290325165,27.6219482421875,22.406173706054688,22.959020614624023,20.85887908935547
5,0.705784022808075,0.4693307876586914,21.048444747924805,21.396709442138672,15.846184730529785,12.232728958129883
6,0.5971949696540833,0.23780405521392822,19.07758331298828,21.036258697509766,13.204411506652832,23.597322463989258
7,0.7242954969406128,0.4521801769733429,22.446903228759766,21.682640075683594,18.699947357177734,7.177514553070068
8,0.473606675863266,0.4599840044975281,19.59039878845215,27.957931518554688,22.362995147705078,22.43378257751465
9,0.4928842782974243,0.34099435806274414,28.472801208496094,28.7772274017334,35.614166259765625,37.74032974243164
10,0.7839083075523376,0.5639875531196594,19.23811912536621,21.092451095581055,22.223573684692383,23.621328353881836
11,0.38173454999923706,0.39505958557128906,35.13603210449219,29.012405395507812,40.43192672729492,40.46943283081055
12,0.7987900376319885,0.5915315747261047,30.234617233276367,23.579166412353516,33.38082504272461,15.604087829589844
13,0.4956399202346802,0.4553508758544922,17.28472900390625,19.359302520751953,16.21532440185547,12.512517929077148
14,0.8262616395950317,0.5618844032287598,26.606014251708984,23.89568328857422,16.847972869873047,21.647846221923828
15,0.6222319006919861,0.3436223864555359,16.70273780822754,25.929765701293945,18.758014678955078,26.234859466552734
16,0.611548125743866,0.5157468914985657,32.839454650878906,22.086429595947266,34.01982116699219,18.901418685913086
17,0.47015276551246643,0.38254573941230774,32.5672492980957,25.52170753479004,38.00211715698242,18.50865936279297
18,0.4884587228298187,0.3646005392074585,31.621408462524414,28.272003173828125,35.64945602416992,28.512752532958984
19,0.4583492577075958,0.3545457124710083,32.10519027709961,31.145668029785156,32.417442321777344,32.423988342285156
20,0.4181811809539795,0.423654705286026,22.77434730529785,20.119022369384766,21.948211669921875,19.131990432739258
21,0.5330018997192383,0.5994367599487305,31.57576560974121,23.084835052490234,37.64265060424805,23.742477416992188
22,0.3090820908546448,0.2864811420440674,18.74655532836914,19.070430755615234,17.875614166259766,17.465255737304688
23,0.5671930313110352,0.31002867221832275,32.21544647216797,32.94837951660156,33.76207733154297,33.49169158935547
24,0.46476444602012634,0.5099108219146729,29.570781707763672,24.355854034423828,36.16328430175781,4.3806281089782715
25,0.7940480709075928,0.4487658143043518,22.94367218017578,29.3253116607666,20.26568603515625,27.353734970092773
26,0.4627845883369446,0.3411359190940857,31.141948699951172,26.194894790649414,36.78910827636719,30.27176284790039
27,0.7407041788101196,0.48928338289260864,23.27325439453125,23.27325439453125,24.763675689697266,24.763675689697266
28,0.5337178111076355,0.3404073715209961,31.744216918945312,33.275184631347656,28.5993595123291,38.76319122314453
29,0.5043060183525085,0.34397125244140625,28.41055679321289,25.47278594970703,27.750343322753906,35.105560302734375
30,0.40339240431785583,0.4631442129611969,32.476585388183594,17.98880386352539,36.36941909790039,13.473148345947266
31,0.7058957815170288,0.49841368198394775,22.920923233032227,22.711294174194336,16.32317543029785,17.817779541015625
32,0.6238876581192017,0.35067373514175415,20.545637130737305,32.111427307128906,7.595930099487305,38.1906623840332
33,0.7227307558059692,0.45997709035873413,30.47032928466797,20.209190368652344,30.764331817626953,13.769039154052734
34,0.44719207286834717,0.4442063570022583,25.97801971435547,19.540010452270508,19.048229217529297,11.795112609863281
35,0.531660795211792,0.4479033052921295,21.11093521118164,19.86783790588379,18.309219360351562,1.3275564908981323
36,0.8157902956008911,0.5381562113761902,21.37079620361328,30.382831573486328,19.935836791992188,26.682828903198242
37,0.49995818734169006,0.5306099653244019,29.444644927978516,21.499801635742188,35.16796112060547,11.903854370117188
38,0.5028399229049683,0.3763405680656433,31.9488468170166,24.479930877685547,31.07067108154297,23.14910125732422
39,0.7433292865753174,0.5209155082702637,21.831159591674805,21.831159591674805,24.674999237060547,24.674999237060547
40,0.47614967823028564,0.3160218298435211,31.102596282958984,33.660438537597656,37.09639358520508,36.969078063964844
41,0.5226297378540039,0.5880453586578369,33.12352752685547,31.725839614868164,31.73556900024414,30.202674865722656
42,0.44565990567207336,0.47248461842536926,31.378341674804688,30.750179290771484,36.62710952758789,32.52069854736328
43,0.5014398097991943,0.48779502511024475,33.543548583984375,32.489219665527344,30.284069061279297,27.702306747436523
44,0.4612874984741211,0.5161880850791931,30.586896896362305,29.8000545501709,37.04783248901367,31.908567428588867
45,0.7042098045349121,0.351574182510376,22.640411376953125,22.640411376953125,16.538055419921875,16.538055419921875
46,0.36025112867355347,0.5762573480606079,33.754974365234375,24.36391830444336,34.218589782714844,16.834613800048828
47,0.4248238801956177,0.40722817182540894,27.32233238220215,34.075565338134766,22.352920532226562,38.863487243652344
48,0.49421006441116333,0.5389872789382935,33.276954650878906,28.21372413635254,33.283973693847656,31.31559181213379
49,0.5082621574401855,0.3367636799812317,17.242591857910156,19.93080711364746,9.319066047668457,14.198533058166504
50,0.7228777408599854,0.4270154535770416,16.888961791992188,15.057045936584473,6.654689311981201,14.607271194458008
